Localidades	Id
15 km hacia el Noroeste de las instalaciones del Campo Experimental Las Margaritas, INIFAP	135
15 km NE de Cotoca a lo largo de la carretera Puerto Pailas	136
15 Km NE del Cerro Pelon, Fila Coton, Sabalito	137
15 m NE de Montañas Crabree cerca al Lago Crabtree 	138
15 mi sur de Saint David 	139
15 milla W de Queen, Cementerio Tara 	140
15 millas al este del Rio Sepulga 	141
15 millas este de Cle Elum	142
15 millas NE de Moramanga	143
15 millas Oeste desde Pico Pryamillasd, en las montañas Beaverhead	144
15 millas SSE de la Torre de Radio Kendall 	145
15 millas suroeste de Yucca, Montaña Hualpai 	146
16 millas Norte de Montes Quartz 	147
16 millas oeste de Lincoln, Rio Black 	148
17 km al N de Fuerte Esperanza en direccion a Nueva Pompeya	149
17 Km de la carretera a BA 235 Remanso	150
17 km de la entrada a Estancia Romberg	151
17 km E de Canchaque en ruta a Huancabamba	152
17 mi SE de Milledgeville en GA 49	153
17 millas al SE de la frontera del estado de Wyoming	154
17,5 km al oeste Gawar, laderas oeste y sur de Sar Zev	155
18 km al SE de Perote, por la brecha a la cima del Volcan Cofre de Perote	156
18 km de la Estacion Marshall, Reserva Mckenzie, Cuenca San Joaquin 	157
18 km de las Ovejas camino a Laguna Epu-Lauquen, Mallin de la Culebra	158
18 milla S de Patzcuaro	159
18 millas NE de Apizaco 	160
18-20 km N de Ocozocuautla a lo largo de la carretera a Mal Paso	161
19 km al E de Querendaro, carretera a Maravatio	162
19 millas de Escuela Cathay, Indian Gulch Quad	163
194 km de Tiouli a Jerada en pista S5344	164
198 km E del paso entre Mururata y Illimani	165
2 km al E de Gualchos	166
2 km al E de Lora de Estepa	167
2 km al N de Alaejos	168
2 km al N de Archidona	169
2 km al N de Villamar de Los Escuderos	170
2 km al NE de El Rubio	171
2 km al norte de Elvas	172
2 km al oeste de la Florida a lo largo de CH148	173
2 km al S de Portugalejo	174
2 km al S de Villamarchante	175
2 km al SE de Chiclana	176
2 km al SE de El Sotillo	177
2 km al sur-oeste de la Forbes	178
2 km al W de Azuaga	179
2 km al W de Honrubia	180
2 km al W de Osuna	181
2 km al W de Vilamoura	182
2 km antes de Baeza	183
2 km antes de la ciudad de Monte Cristi, en la carretera que va a Villa Vazquez	184
2 km N de Purcell, carretera 49	185
2 km NNE de Sevan, Junto Antiguo Camino Entre Sevan y Tsovagyugh	186
2 km oeste de la La Virgin en la carretera de Pifo a Papallacta	187
2 km S de Itamut, Cerro Fabrega	188
2 km S de Mayo Darle, carretera a Bankim	189
2 km Saliendo de San Pablo	190
2 km SE de Nueva Vinodolski en el camino real, cerca de la playa	191
2 km W de Banyo	192
2 km W de Cantwell	193
2 milla sur de Roseburgth	194
2 millas al sur de carretera Brown	195
2 millas de carretera al norte de Lago de Codorniz	196
2 millas Este de Rio Avon 	197
2 millas norte de Adelaide, Cañon Phantom 	198
2 millas norte de Monmouth, 5 millas oeste de la via estatal 99W	199
2 millas norte de Punta Arena entre la costa y la Playa  C	200
2 millas Norte de Swain's Lock	201
2 millas Oeste de Nebraska en la via 2	202
2 millas oeste de Quebradillas	203
2 millas sur de Fallas Selway 	204
2 millas W de autopista 81 cerca del condado de Graham-Cochise	205
2 millas W de la ciudad de Newberry	206
2/3 millas Este por aire de Lago Owyhee	207
20 km al oeste de Gaziantep Durnalik	208
20 km N de Talanga a lo largo de la carretera a Cedros 	209
20 km Sur de Salgar en la carretera a Bolivar via Samaria	210
20 millas N de Durango	211
200 m al sur del cruce con Valle Pleasant 	212
21 km antes de Huajchilla	213
21 km SE de Palmar del Oratorio, 14 km SE de Rio Chore-Chore 	214
21 mi W de Reserva Forestal Hilo, en carretera Saddle 	215
21 millas NE de la intersecion Tehuantepec-Tapachula  a Tapanatepec, Cerro Rosendo Salazar	216
21 millas sur de Marsing	217
22 milas del valle  arroyo Stann 	218
2-3 km NE de San Antonio de Ocopa en la carretera de Concepcion a Satipo	219
233 km de Debdou a El Ateuf	220
24 Km al NE de San Carlos hacia San Nicolas     	221
24 km noroeste de Fraile	222
24 millas NNE de Myrtle	223
248 km al O de Buenos Aires camino a San Miguel Tenango	224
25 km al NE de Añelo, direccion a Rincon de Los Sauces	225
25 Km al Sur de la Cieneguilla, Santiago	226
25 mi SE de Tlaxiaco	227
25 millas arriba de James	228
25 millas de NNW de Athens, carretera 285 Zappa 	229
25 millas pasado el Puente Guacamallo, carretera a Millonario	230
25 millas Sur de la confluencia de Arroyo Two y Half 	231
25 millas W de Ted's, Cañon Poudre 	232
25 millas W de Trujillo, Reserva Meadows	233
25-27 km NE de Huixtla a lo largo de la carretera a Motozintla	234
27 Km E de Taza por Oued M'Soun	235
277 km de Guenfouda a Bou Arfa en P19	236
28 millas norte de Wikieup	237
28 millas suroeste del Bosque Nacional Angeles 	238
289 km al NO de Lachiviza, carretera a Santiago Lachiguiri	239
29 km de la carretera Guadalupe a Florencia, 15 km oeste de Caqueta	240
29 km del Puerto Presidente Stroessner	241
29 km S Khenifra	242
29 millas Suroeste de la desviación del Arroyo Bear y Arroyo Jensen 	243
292 km S de la carretera Emborozu-Sidras 	244
3 1/2 millas sur de Alexandria	245
3 km al E de Alba de Tormes	246
3 km al N de El Ronquillo	247
3 km al N de San Nicolas	248
3 km al NE de Bolonia	249
3 km al NE de Vado Hondo, Valle Quebrada Hondo	250
3 km al noroeste de Cahuisori 	251
3 km al NW de Aldea de Cano	252
3 km al NW de Calpe	253
3 km al NW de Pozo Amargo	254
3 km al NW de Villanueva 	255
3 km al S de Pollos	256
3 km al sur de San Isidro Huajumar 	257
3 km al W de Las Ventas	258
3 km al W de San Roque	259
3 km al W de Tetillas, por la carretera de terraceria a Tetillas	260
3 Km de Barriosuso 	261
3 km de Entrerrios en la carretera a Santa Rosa de Osos	262
3 km de Fortaleza en el camino a Monte Verde	263
3 km de La Reforma	264
3 km de la Ruta Nacional N en el camino de Analamatsaky 	265
3 Km de Laguna hacia Brealito	266
3 km NW de la villa Añangu, cerca del Rio Napo 	267
3 km SE de Rio La Paz en carretera de La Paz a Mecapaca	268
3 km sur de Constitucion 	269
3 km Sur de Kirare	270
3 km sur de Sidi Ifni	271
3 millas al noroeste de Villa Center	272
3 millas N de Puerto Wald	273
3 millas Norte de Belen Gualcho a lo largo de la carretera Cucuyagua	274
3 millas oeste de Arroyo Wolf 	275
3 millas sur de Coban a lo largo de la carretera # 17	276
3 millas sureste de Fuerte Bragg	277
3 millas sureste de Silverton	278
3 millas sureste del centro de Richland 	279
3 millas W de Colorado, carretera Lagos Blue 	280
3 millas W en el Parque Cherokee, Cerro Calloway	281
3,10 Km del desvio de la Ruta Naionl 12 a Cerro Cora	282
3/4 de millas SE de Montaña Grove	283
30 km N de Serrinha	284
30 km SO de Fuerte Dauphin	285
31 km de Comarapa, sobre el camino en el Empalme	286
31 km de P19 en la carretera 5338 	287
32 km de carretera al noreste de Hillsboro en la autopista 90	288
32 km NNW de Harman	289
32 km sur de Globe	290
32,2 km E de Junacas en el camino a Entre Rios	291
335 Km de Ouezzane, 115 Km N a lo largo de la carretera a Zoumi	292
35 km al oeste del Cruce de Ocoa, en la carretera Bani-Azua	293
35 km norte de Xavantina, Sierra de Roncador	294
35 km oeste de Arroyo Hondo	295
35 km oeste en la carretera de Singida	296
35 km S de  Brasilia, en carretera a  Belo Horizonte	297
35 km S de Livramento a Brumado 	298
3-5 km SW de Villa Rica	299
35 millas por aire NW de la cuidad Lukachukai, Montañas Chuska	300
35 millas S de Hope	301
35 millas W del Rio Santa Maria	302
36 millas N y 9 millas W de Chillicothe	303
37 Km de Comarapa	304
37 mi W de desvio hacia la carretera a Chichihualco	305
39 millas norte de Ensenada	306
4 k al S de Valdearcos	307
4 km al E de Llerena	308
4 km al N de Aguilar de la Frontera	309
4 km al NE de Santa Maria del Oro, carretera a Laguna 	310
4 Km al norte de Villaharta	311
4 km al NW de San Jose	312
4 km al oeste de Naranjo, via 10 entre Paraíso y Turrialba	313
4 km al S de Valdepeas de la Sierra	314
4 km al S de Zaorejas	315
4 km al S del Santuario de NS de la Luz	316
4 km al W de Algodonales	317
4 km al W de Venialbo	318
4 km antes de Tacotalpan, camino a Jalcomulco	319
4 Km de Santaella desde La Carlota	320
4 km despues de Mestegmer a Taourirt	321
4 km E de Hacienda Guachala, S de Cayambe	322
4 km N de El Pauji en la carretera a Uaipaur	323
4 km oeste de Villa Mills, carretera Interamericana	324
4 km S de Puerto Escondido en carretera a Aceitillar	325
4 km sur de Loja	326
4 km W de Yerba Buena, Quebrada Agua Blanca	327
4 km W del pasaje Naqil Sumarah	328
4 mi sur de Lago Jacobs, Meseta Kaibab 	329
4 millas de Esteli	330
4 millas N de Corvallis	331
4 millas Norte de Oneida, a lo largo del Rio Deep	332
4 millas Oeste de Prospect	333
4 millas S de Victoria	334
4 millas sureste de Moscow	335
4 millas suroeste de Harpster	336
40 km antes de Purmamarca, ruta 52	337
40 km S de Jujuy	338
44 km al NE de 25 por Ruta Provincial 5, en direccion a Puente Lavalle	339
440 km de la presa del Lago Zongo 	340
45 Km al SW de San Jeronimo de Coatlan	341
459 km S de Santa Barbara	342
47 km al SE de Arroyo Seco	343
47 km S de Jinotega 	344
5 km al E de Torrecampo	345
5 km al NE de Benisa	346
5 km al norte Oeblarn, ladera sur de Grimmig	347
5 km al NW de Estepa	348
5 km al S de San Marcos	349
5 km al SE de Adanero	350
5 km al SE de La Campana	351
5 km al SE de Pavia	352
5 km al S-SW de Puerto Serrano	353
5 km al sur del Puente de Seattle, orilla oeste del rio Duwamish	354
5 km al SW de Agreda	355
5 km al SW de Matalebreras	356
5 km al W de Espera	357
5 km antes de Tunapaz, carretera Palenque - Ocosingo	358
5 km arriba de Quime hacia La Paz	359
5 km de Foumbot	360
5 km despues de Temascaltepec, rumbo a Tejupilco	361
5 km E de Mera	362
5 km este de Morazan en la carretera a Yoro	363
5 km Este de Puerto del Gallo en la carretera a Filo del Caballo	364
5 km NE de Cuapa a lo largo de la carretera a Cerro Oluma	365
5 km NNW Monteverde, en la carretera a Las Nubes	366
5 km Oeste de San Antonio de Itambe	367
5 km por la carretera N de San Jose del Pacifico	368
5 km S de Tezuitlan	369
5 km SE de Jitotol a lo largo de la carretera a Bochil	370
5 km SW de Palca	371
5 mi E de Calhoun	372
5 mi SW de Acultzingo en la via Orizaba-Tehuacan	373
5 milla Este de Tuba 	374
5 millas al sur de Kelso	375
5 millas E de Kamela	376
5 millas E de Parlin	377
5 millas este de Arroyo Muddy, Refugio de Fauna William L Finley 	378
5 millas Este de Featherville	379
5 millas Este de Tampico 	380
5 millas N de Neely's Landing	381
5 millas noroeste de Hobbs 	382
5 millas Noroeste de Warrenton	383
5 millas norte de Potlatch 	384
5 millas norte de Villa Matamoros	385
5 millas oeste de Anatone Butte, 10 millas suroeste de Anatone	386
5 millas S de Ashland	387
5 millas S de confluencia de Gandy Gulch y Rio Taylor 	388
5 millas S de Rio Rogue 	389
5 millas SE de Arecibo	390
5 millas sur de Lordsburg	391
5 millas W de Villa Rollinsvill	392
50 millas del Parque Denali	393
50 millas E de Healy	394
52 km N de San Fernando, Valle del Rio San Fernando 	395
53 millas E de Trinidad	396
54 km S de Cloudcroft en la autopista 244	397
55 km S de Tulcan, carretera Panamericana	398
5-7 km al W de Pochotitan 	399
59 millas W y 11 millas S de Sacramento	400
6 km al N de Bermejo	401
6 km al norte del pueblo de Andreba	402
6 km al oeste de Florencia	403
6 km al SE de Lora	404
6 km despues de Sultepec, rumbo a Toluca	405
6 km E de Ambohitsaratelo-Bebao	406
6 km S de Côcos	407
6 Km SE de La Trinidad, La Sierra Cebolla	408
6 km sur de Guatemala en la via CA-1 	409
6 mi W de Navenchauc, via 190	410
6 millas Este del Acantilado Eagle's 	411
6 millas N de McDermitt	412
6 millas N de Tapulula	413
6 millas NW de Pueblo Nuevo Solistahuacan	414
6 millas S de Cumbre Mail en avenida principal del Valle  Pahranagat 	415
6 millas W del Paso La Veta 	416
60 km al N de Ixtlan, carretera a Valle Nacional	417
60 km al oeste de Bouaroua frontera Argelia / Tunez en la carretera El Oued 	418
62 km despues de La Tigra, rumbo a El Zapote	419
62 millas S de via 50, Cañon Escalante 	420
63 km de Chi-Lan Shan, via 7 	421
64 km E de Fuerte Bidwell en el camino a Embalse Tarifa	422
65 km al S de la ciudad de Esteli, a orillas del puente del Rio Estanzuela	423
65 millas Este de Pierce	424
66 km al Oeste de Yecora	425
66 km N de la carretera a Valle del Zongo, en carretera a Chacaltaya	426
67 km de la Ruta 190 hacia Ococingo	427
67 km E de Fresno FSC, Bosque Nacional Sierra 	428
67 km SE de San Jose dos Campos	429
68 km al nordeste de la línea de condado de Macon-Swain 	430
7 km al E de La Roca de la Sierra	431
7 km al NE del cruce del Zerzel con la carretera P-21 Errachidia	432
7 km al noroeste de San Manuel Colohete	433
7 km al NW de La Cumbre	434
7 km al NW de La Palma del Condado	435
7 km al NW de Zafra	436
7 km al SW de la carretera El Izote-V Carranza	437
7 km de Andarai, Rio São Jose	438
7 km de Guefait a Merija en la carretera S5345	439
7 km del S de Ruanda II, Reserva Forestal Mbogo 	440
7 km E de Anjozorobe	441
7 km en la pista de Gunung Karangan a Rantemario	442
7 km NW de Incahuasi, Cerro Punamachay	443
7 km por encima de la carretera a las Antenas	444
7 millas noroeste de Hulett	445
7 millas norte de Butler	446
7 millas norte de Dickey	447
7 millas norte de Klondyke, Cañon Aravaipa 	448
7 millas sur de Pinos	449
7,5 Km SSO Pdcia Roca	450
70 km NE de Punta Arenas	451
74 km de Jerada a la ciudad de Guefait en S5345	452
74 milas norte de Westport en la via Estatal 1	453
74 millas sur de la via 177	454
75 km al S de Duverge, camino a Monte Palma 	455
78 km N de Lago Spink 	456
8 km al N de Isomolintla, hacia Eloxochitlan	457
8 km al oeste de Leibnitz	458
8 km al S de Utrera	459
8 km al SE de Garrovillas	460
8 km al SE de Teopisca, camino a Comitan	461
8 km al W de La Luisiana	462
8 Km antes de Fernan Nuñez	463
8 km oeste de San Carlos en el camino al diente   	464
8 km W de Santa Fe en la carretera a Catarama	465
8 kms S del a ruta de Coronel Oviedo a Cantera Jhu  	466
8 mi NE de Jacala, 48 mi de Zimapan	467
8 millas al suroeste de la carretera EE.UU. 191 desvío Cañon Hoback 	468
8 millas noreste de Rio Elk 	469
8 millas por aire noreste de Pico Big Hatchet 	470
8 millas sur de Texline en la via 296	471
8 millas sur de Yachets	472
88 km este de Boa Nova 	473
88-90 millas SE de Palenque 	474
9 km al NE de Aldea Quintana	475
9 km al O de Ojo de Agua, en direccion a Amiman	476
9 km despues Touissit hacia Tiouli en S408	477
9 km NE de Vara Blanca, Finca Murillo	478
9 km oeste de Chuspipata	479
9 km por la carretera sureste de Ciudad Hidalgo	480
9 millas de Niquivil	481
9 millas Este de Weiser	482
94 millas NE de Temescaltepec en el camino de vuetla hacia Toluca	483
96 milla Sur del Puente Jalatengo 	484
98 km al sur de Meknes 	485
98 km de Ain Beni Mathar a Bou Arfa en P19	486
A 2 Km de Belalcazar hacia el W	487
A lo largo de Arroyo Shingle, Montañas Seven Devils 	488
A lo largo de Arroyo Wolf, 5 millas suroeste de Crow	489
A lo largo de carretera Latrobe, Casa Stone 	490
A lo largo de la carretera de Chiriaco Hacia Bagua	491
A lo largo de la carretera principal al este de Quito Hacia Baez	492
A lo largo de la carretera Pueblo Rico Risaralda e Istmina Choco, Quebrada Anton	493
A lo largo de la via Méxicana 190 en el Paraje Navenchauk	494
A lo largo del camino a Isla Three	495
Abadia Sant Antoni 	496
Abancay, Ñacchero	497
Abanilla, Sierra del Canton	498
Abaroa, Challapata 5 km hacia Potosi	499
Abbou kelaa	500
Abiego, Arroyo Barranco del Regatillo	501
Abington	502
Abovian, 10 km Este de Yerevan, entre villa Hatsavan y Garni	503
Abra Chacos, 18 km de Oxapampa 	504
Abra de Malaga	505
Abra del Cerro Morado, Quebrada de Huachichocana, Rio Grande	506
Abyssinie 	507
Acantilado de Gracia	508
Acantilados Dragot	509
Acantilados Kent	510
Acatitlan	511
Acatitlan de Zaragoza 	512
Acebo	513
Acosta, Tiquires, falda S del Alto Reflis	514
Adams 	515
Addis Ababa	516
Administracion camino del Inca	517
Adra	518
Afluente Adorayim	519
Afluente Eshtamo´a	520
Afluente Hame´ara	521
Afluente Hanita	522
Afluente Har´el	523
Afluente Koses	524
Afluente Ma´ale amos	525
Afluente Oved	526
Afluente Qumran	527
Afluente Shaham	528
Afluente Sion	529
Afluente Tibbena	530
Afluente Tko´a	531
Afluente Yoresh	532
Afognak I, Bahia Kazakof, Arroyo Cold 	533
Agadir, 39 km de Tafraoute	534
Agres	535
Agua Amarga	536
Agua del Maiz 	537
Agua Escondida 	538
Agua Verde 	539
Aguacate	540
Aguas Calientes, Tacora	541
Aguelmim Iznaghn	542
Aguelmous	543
Aguerd N´issil	544
Aguerd noroeste de Toundoute	545
Aguilas	546
Agujas de Paul	547
Aia Aia , Arboreto de Iturraran	548
Aimogasta	549
Aire de Colldejou	550
Ajacuba J	551
Akeschterbaach	552
Aknoul, entre Aknoul y Tizi Nadour, carretera de Tighazratine	553
Al Jamiah	554
Al noroeste de Leavenworth, Montaña Tumwater 	555
Al Norte de Mankayane en la via MR18	556
Al sur de La Cardenchosa	557
Alagoas, Municipio de Quebrangulo, Reserva Biologica de Pedra Talhada	558
Alajuela, cerca a San Ramon en la Calle Los Angeles	559
Alameda, Cañon Gwin	560
Alameda, Livermore, Arroyo Mocho	561
Alamedilla	562
Alange, Castillo de Alange	563
Alausi-Baquel-Guamote, Baquel y paramo de Chanlor	564
Albacete, Los Yesares	565
Alban	566
Albarracin	567
Albatera, El Realengo	568
Albergue Tinamu, falda NE del cerro	569
Albox-Zurgena	570
Albufera de Adra, Venta Nueva	571
Alburquerque, Talavera la Real	572
Alcala de Guadaira	573
Alcala de los Gazules, Baetica	574
Alcala de los Gazules, Parque Nacional Los Alcornocales 	575
Alcala de Xivert	576
Alcantarilla, en las lomas que la separan de Rambla Salada	577
Alcaucin	578
Alcaudete, Cuenca de Laguna del Chinche	579
Alciano	580
Alcoi	581
Alconera, Sierra de Alconera	582
Alcoy, Sierra del Carrascal	583
Alcublas	584
Aldama 	585
Aldamin	586
Aldea Chamac	587
Aldea Chichim, Todos Santos	588
Aldea San Carlos Yajaucu	589
Aledo, Chichar	590
Aledo, Estrecho de la Arboleja	591
Aleutian, Lago Crescent	592
Alexandria	593
Alfondeguilla	594
Algarrobo	595
Algarve, Caldas de Monchique	596
Algeciras, Cortijo de Marchenita	597
Algorta	598
Algoz	599
Alhaurin de la Torre, Cortijo las Cuevas, acceso desde Barrio Carranque	600
Alhucemas Carretera a Nador Oved Nekor	601
Alicante, Barranco de las Ovejas	602
Alicante, hacia la Talaia	603
Alicante, Serreta Negra, Serreta Llarga	604
Alicante, Sierra de Portitxol	605
Alice	606
Aliseda	607
Alishan	608
Aliva	609
Alkirsch	610
Alkosh	611
Alla a Bou Redine	612
Allende	613
Allenton	614
Alma 20 millas NW	615
Almandoz	616
Almaraz, Cerro Jabali	617
Almassor	618
Almassora	619
Almdoun	620
Almenara	621
Almenara de Tormes	622
Almeria, Palacio de Arboleas	623
AlmesKroud	624
Almog	625
Almoguera	626
Almonacid, Sierra de la oliva	627
Almonte	628
Almuñecar, La Herradura	629
Almuñecar, Parque Nacional de las Sierras de Tejeda	630
Alozaina, Fuente de la Higuera	631
Alpamayo	632
Alpe Brouillot, Valle de Cogne	633
Alpe Schuttanna	634
Alpes Suizos, Hotel Weishorn	635
Alpes Walliser 	636
Alphalao	637
Alrededores de Montalvo, 40 km E de Babahoyo	638
Alta Vista, 6 millas E a lo largo de KS 4	639
Altea	640
Altiplano entre Guaqui y La Paz	641
Altiplanos de Orce	642
Alto Beni, serrania de Marimonos, colonia Tarapaca, Monte Alto	643
Alto Chamis, al O de Cajamarca	644
Alto Chicapa	645
Alto de la Lomba	646
Alto El Diable	647
Alto Huentitan 	648
Alto Jurua, Rio Jurupary	649
Alto La Escalera, Falda Sur camino a Bajo Arias	650
Alto Matador	651
Alto Rio Buritaca, Ciudad Perdida	652
Altos de Larrate	653
Altos Tablazo, Cerros del Tablazo 	654
Alvor, Playa Portimao 	655
Amador, Rio Cosumnes 	656
Amaguaña, Bosque Protector Pasochoa 	657
Amaluza, 10-12 km NE del pueblo cerca de la Laguna Negra	658
Amaparaes, SW de Cusco 	659
Amatlan de los Reyes 	660
Ambalage	661
Ambatondrazaka, Rio Manakambahiny 	662
Ambilobe, 5 km al Este de la aldea Betsimiranjana	663
Ambilobe, Reserva Especial Ankarana	664
Ambo	665
Amboy, 1 millas N	666
Amekchoud	667
Amendoeira, Fonte Filipe	668
Ameskar	669
Amezketa, Sierraa Aralar, Urdanaize	670
Ammendale	671
Amparo	672
Ampisikina	673
Amposta, Finca de Lorente	674
Anaborano, Bosque litoral Analabe	675
Anavim	676
Anchorena, playa del Rio de la Planta	677
Ancohuma	678
Andalucia, Sierra del Cabo de Gata	679
Andasibe, Bosque de Mantadia, Mina de grafito	680
Andilla	681
Andina	682
Andoas, Rio Pastaza 	683
Andosilla 	684
Andover	685
Andres Bello, 10-14 km SE de La Azulita	686
Andujar, Sierra de Andujar	687
Angangueo	688
Anguiano, Valvanera, cerca del monasterio	689
Anie, Macizo de Larra	690
Anmashan	691
Annasberg	692
Annette I, Bahia Crab	693
Anosy Amboasary, Bosque Ankotsy 	694
Antananarivo, Parque de Tsimbazaza	695
Antequera, Sierra Huma, El Canalizo	696
Antequera, Torcal de Antequera	697
Antes de Altea, viniendo de Nucia Alicante	698
Anthony's Nose	699
Antigua Estacion de Coimbra 	700
Antiguo Camino a Patungkuan 	701
Antilope, carretera 8 millas al este de la carretera 62 en la ciudad  White 	702
Antofagasta de la Sierra	703
Antsiranana II, Mahavanona, Montaña de frances	704
Anue	705
Anvik R	706
APA Irineu	707
Apacheta	708
Apurimac, NE Pueblo Libre, Montaña Anchihuay	709
